Person Code,Unit Instance Code,Calocc Code,Surname,Forename,Long Description,Register Event ID,Object ID,Register Event Slot ID,Planned Start Date,Planned End Date,is Positive,Postive Marks,Negative Marks,Usage Code
232,891,2024,Johnson,Wei,Journalism,426,504,870,2024-12-22,2023-11-30,Y,1,1,P
462,891,2024,Agarwal,Mohamed,Journalism,426,182,870,2024-12-22,2023-11-30,Y,1,1,P
375,891,2024,Becker,Tariq,Journalism,426,860,870,2024-12-22,2023-11-30,Y,1,1,P
317,891,2024,Lebedev,Takeshi,Journalism,426,954,174,2024-12-10,2024-01-28,Y,1,1,P
68,891,2024,Wu,Yuki,Journalism,426,293,174,2024-12-10,2024-01-28,N,0,0,A
232,891,2024,Johnson,Wei,Journalism,426,504,174,2024-12-10,2024-01-28,Y,1,1,P
459,891,2024,Al-Mahmoud,Lisa,Journalism,426,213,174,2024-12-10,2024-01-28,Y,1,1,P
7,891,2024,Becker,Chen,Journalism,522,522,119,2024-12-22,2023-11-30,N,0,0,A
407,891,2024,Kumar,Thomas,Journalism,522,15,119,2024-12-22,2023-11-30,Y,1,1,P
474,891,2025,Müller,Michael,Journalism,522,137,83,2025-08-26,2024-03-03,Y,1,1,P
188,891,2025,Nair,Rosa,Journalism,522,580,83,2025-08-26,2024-03-03,N,0,0,A
180,891,2025,Sokolov,Susan,Journalism,522,267,83,2025-08-26,2024-03-03,Y,1,1,P
265,891,2024,Esposito,Yaw,Journalism,522,231,327,2024-12-10,2024-01-28,Y,1,1,P
327,891,2024,Ben-Khalil,Kenneth,Journalism,522,737,327,2024-12-10,2024-01-28,Y,1,1,P
161,891,2025,Robert,Tatiana,Journalism,614,515,382,2025-06-02,2025-01-03,Y,1,1,P
269,891,2025,Ramirez,Chiedza,Journalism,614,664,382,2025-06-02,2025-01-03,Y,1,1,L
199,891,2025,Garcia,Kwaku,Journalism,614,432,382,2025-06-02,2025-01-03,Y,1,1,P
462,891,2024,Agarwal,Mohamed,Journalism,614,182,507,2024-12-19,2023-09-12,N,0,0,A
474,891,2024,Müller,Michael,Journalism,848,137,32,2024-03-01,2023-08-29,Y,1,1,P
199,891,2024,Garcia,Kwaku,Journalism,848,432,32,2024-03-01,2023-08-29,Y,1,1,P
407,891,2023,Kumar,Thomas,Journalism,848,15,334,2023-05-01,2023-07-30,Y,1,1,P
198,891,2025,Johnson,Arjun,Journalism,397,640,372,2025-06-02,2025-01-03,Y,1,1,P
188,891,2024,Nair,Rosa,Journalism,397,580,3,2024-12-19,2023-09-12,N,0,0,A
236,891,2024,Thomas,Betty,Journalism,397,212,3,2024-12-19,2023-09-12,N,0,0,A
236,891,2025,Thomas,Betty,Journalism,397,212,634,2025-01-26,2025-07-04,Y,1,1,P
297,891,2025,Verma,Jessica,Journalism,397,698,634,2025-01-26,2025-07-04,N,0,0,A
327,891,2025,Ben-Khalil,Kenneth,Journalism,397,737,634,2025-01-26,2025-07-04,Y,1,1,P
455,891,2024,Rodriguez,Sarah,Journalism,929,7,748,2024-03-01,2023-08-29,Y,1,1,P
18,891,2024,Durand,Charles,Journalism,929,376,748,2024-03-01,2023-08-29,Y,1,1,P
413,891,2024,Ruiz,Ursula,Journalism,929,727,748,2024-03-01,2023-08-29,Y,1,1,P
28,891,2024,Ben-Khalil,Kojo,Journalism,929,974,748,2024-03-01,2023-08-29,Y,1,1,P
232,891,2024,Johnson,Wei,Journalism,929,504,748,2024-03-01,2023-08-29,Y,1,1,P
459,891,2024,Al-Mahmoud,Lisa,Journalism,929,213,748,2024-03-01,2023-08-29,Y,1,1,P
7,891,2024,Becker,Chen,Journalism,929,522,936,2024-01-31,2024-04-13,N,0,0,A
498,891,2024,Petrov,Michelle,Journalism,929,185,936,2024-01-31,2024-04-13,Y,1,1,P
375,891,2024,Becker,Tariq,Journalism,929,860,936,2024-01-31,2024-04-13,Y,1,1,P
18,891,2023,Durand,Charles,Journalism,929,376,573,2023-05-01,2023-07-30,Y,1,1,P
413,891,2023,Ruiz,Ursula,Journalism,929,727,573,2023-05-01,2023-07-30,Y,1,1,P
28,891,2023,Ben-Khalil,Kojo,Journalism,929,974,573,2023-05-01,2023-07-30,~,0,1,Z
232,891,2023,Johnson,Wei,Journalism,929,504,573,2023-05-01,2023-07-30,N,0,0,A
459,891,2023,Al-Mahmoud,Lisa,Journalism,929,213,573,2023-05-01,2023-07-30,Y,1,1,P
188,1798,2023,Nair,Rosa,Algorithms,546,580,384,2023-01-16,2025-04-08,Y,1,1,P
180,1798,2023,Sokolov,Susan,Algorithms,546,267,384,2023-01-16,2025-04-08,Y,1,1,P
165,1798,2023,Ben-Said,Marco,Algorithms,546,465,384,2023-01-16,2025-04-08,N,0,0,A
192,1742,2023,Wagner,Richard,Statistics,794,397,141,2023-11-29,2024-07-21,Y,1,1,P
428,1742,2023,Al-Khalil,Ji-eun,Statistics,794,653,71,2023-03-01,2024-05-26,N,0,0,A
428,1742,2025,Al-Khalil,Ji-eun,Statistics,794,653,1112,2025-05-12,2023-12-10,Y,1,1,P
480,1742,2025,Yoon,Tafadzwa,Statistics,794,913,1112,2025-05-12,2023-12-10,Y,1,1,P
480,1742,2025,Yoon,Tafadzwa,Statistics,794,913,411,2025-03-04,2024-12-23,Y,1,1,P
428,1742,2025,Al-Khalil,Ji-eun,Statistics,794,653,1059,2025-07-31,2024-07-26,Y,1,1,P
192,1742,2025,Wagner,Richard,Statistics,794,397,1059,2025-07-31,2024-07-26,N,0,0,A
192,1742,2023,Wagner,Richard,Statistics,794,397,533,2023-03-14,2023-03-27,N,0,0,A
428,1742,2025,Al-Khalil,Ji-eun,Statistics,913,653,177,2025-02-21,2023-05-26,Y,1,1,P
428,1742,2024,Al-Khalil,Ji-eun,Statistics,913,653,193,2024-04-06,2025-01-10,N,0,0,A
192,1742,2024,Wagner,Richard,Statistics,913,397,193,2024-04-06,2025-01-10,N,0,0,A
428,1742,2023,Al-Khalil,Ji-eun,Statistics,913,653,351,2023-04-29,2024-04-20,Y,1,1,P
65,1742,2023,Thomas,Dina,Statistics,913,197,1073,2023-06-16,2025-02-25,N,0,0,A
428,1742,2023,Al-Khalil,Ji-eun,Statistics,913,653,70,2023-06-30,2024-10-25,Y,1,1,P
480,1742,2024,Yoon,Tafadzwa,Statistics,913,913,212,2024-05-12,2024-11-03,N,0,0,A
416,1537,2025,Rossi,Daniel,Nutrition,444,658,319,2025-07-18,2024-11-05,Y,1,1,P
89,1537,2023,Nkomo,Matthew,Nutrition,444,67,764,2023-08-02,2023-04-10,N,0,0,A
89,1537,2023,Nkomo,Matthew,Nutrition,444,67,721,2023-05-17,2024-11-20,N,0,0,A
215,1537,2023,Harris,Matthew,Nutrition,444,411,721,2023-05-17,2024-11-20,Y,1,1,P
416,1537,2024,Rossi,Daniel,Nutrition,164,658,18,2024-08-14,2023-01-26,N,0,0,A
416,1537,2023,Rossi,Daniel,Nutrition,164,658,424,2023-06-02,2025-03-27,Y,1,1,P
416,1537,2023,Rossi,Daniel,Nutrition,164,658,529,2023-09-10,2023-10-10,Y,1,1,P
215,1537,2023,Harris,Matthew,Nutrition,164,411,629,2023-07-06,2024-09-17,N,0,0,A
77,557,2023,Thomas,Dmitri,Arabic,880,288,993,2023-04-01,2025-02-23,Y,1,1,Y
384,557,2024,Clark,Ruth,Arabic,880,295,321,2024-02-14,2023-05-25,~,0,1,Z
416,557,2024,Rossi,Daniel,Arabic,880,658,321,2024-02-14,2023-05-25,Y,1,1,Y
141,557,2024,Ibrahim,William,Arabic,880,794,321,2024-02-14,2023-05-25,Y,1,1,Y
251,557,2024,Torres,Ruth,Arabic,880,927,321,2024-02-14,2023-05-25,Y,1,1,Y
377,557,2024,Lopez,Raj,Arabic,880,856,321,2024-02-14,2023-05-25,~,0,1,Z
415,557,2023,Mthembu,Mark,Arabic,880,599,1115,2023-04-20,2023-11-11,Y,1,1,Y
465,557,2023,Okafor,Efua,Arabic,880,683,1115,2023-04-20,2023-11-11,~,0,1,Z
89,557,2023,Nkomo,Matthew,Arabic,880,67,1115,2023-04-20,2023-11-11,Y,1,1,Y
377,557,2023,Lopez,Raj,Arabic,880,856,1115,2023-04-20,2023-11-11,~,0,1,Z
150,557,2024,Lewis,Efua,Arabic,880,908,458,2024-11-12,2024-01-04,Y,1,1,Y
25,557,2024,Diaz,Nancy,Arabic,880,280,458,2024-11-12,2024-01-04,Y,1,1,Y
451,557,2024,Bernard,Sarah,Arabic,880,830,458,2024-11-12,2024-01-04,Y,1,1,Y
7,1749,2024,Becker,Chen,International Business,213,522,640,2024-01-07,2023-12-07,Y,1,1,L
232,1749,2024,Johnson,Wei,International Business,213,504,640,2024-01-07,2023-12-07,Y,1,1,L
165,1749,2024,Ben-Said,Marco,International Business,213,465,640,2024-01-07,2023-12-07,Y,1,1,P
375,1749,2024,Becker,Tariq,International Business,213,860,640,2024-01-07,2023-12-07,Y,1,1,P
236,1749,2023,Thomas,Betty,International Business,213,212,727,2023-02-19,2024-12-02,N,0,0,A
435,137,2023,White,Linda,Arts & Crafts,338,286,1091,2023-01-16,2025-04-08,Y,1,1,P
146,137,2023,Patel,Sergei,Arts & Crafts,338,518,1091,2023-01-16,2025-04-08,Y,1,1,P
414,1545,2024,Salem,Rutendo,Medicine,142,887,880,2024-02-06,2025-06-28,Y,1,1,O
7,547,2024,Becker,Chen,System Administration,412,522,596,2024-02-18,2024-03-13,N,0,0,A
232,547,2024,Johnson,Wei,System Administration,412,504,596,2024-02-18,2024-03-13,Y,1,1,P
462,547,2024,Agarwal,Mohamed,System Administration,412,182,596,2024-02-18,2024-03-13,Y,1,1,P
375,547,2024,Becker,Tariq,System Administration,412,860,596,2024-02-18,2024-03-13,Y,1,1,P
297,547,2023,Verma,Jessica,System Administration,412,698,567,2023-12-31,2025-01-14,N,0,0,A
498,547,2023,Petrov,Michelle,System Administration,412,185,567,2023-12-31,2025-01-14,N,0,0,A
327,547,2023,Ben-Khalil,Kenneth,System Administration,412,737,567,2023-12-31,2025-01-14,Y,1,1,P
463,547,2023,Sidorov,Christopher,System Administration,412,732,567,2023-12-31,2025-01-14,Y,1,1,P
232,547,2024,Johnson,Wei,System Administration,412,504,925,2024-12-07,2025-06-23,Y,1,1,P
327,547,2024,Ben-Khalil,Kenneth,System Administration,412,737,925,2024-12-07,2025-06-23,Y,1,1,P
68,547,2023,Wu,Yuki,System Administration,412,293,895,2023-06-07,2023-07-13,N,0,0,A
53,547,2023,Rodriguez,Aisha,System Administration,412,951,895,2023-06-07,2023-07-13,N,0,0,A
161,547,2025,Robert,Tatiana,System Administration,412,515,1066,2025-01-20,2025-05-23,Y,1,1,P
269,547,2025,Ramirez,Chiedza,System Administration,412,664,1066,2025-01-20,2025-05-23,Y,1,1,P
413,547,2025,Ruiz,Ursula,System Administration,412,727,1066,2025-01-20,2025-05-23,Y,1,1,P
28,547,2025,Ben-Khalil,Kojo,System Administration,412,974,1066,2025-01-20,2025-05-23,Y,1,1,P
265,547,2025,Esposito,Yaw,System Administration,412,231,1066,2025-01-20,2025-05-23,Y,1,1,P
375,547,2025,Becker,Tariq,System Administration,412,860,1066,2025-01-20,2025-05-23,Y,1,1,P
199,547,2025,Garcia,Kwaku,System Administration,412,432,1066,2025-01-20,2025-05-23,Y,1,1,P
7,547,2023,Becker,Chen,System Administration,412,522,673,2023-07-07,2024-12-20,Y,1,1,P
498,547,2023,Petrov,Michelle,System Administration,412,185,673,2023-07-07,2024-12-20,Y,1,1,P
375,547,2023,Becker,Tariq,System Administration,412,860,673,2023-07-07,2024-12-20,Y,1,1,P
317,547,2024,Lebedev,Takeshi,System Administration,412,954,347,2024-11-03,2023-02-20,N,0,0,A
198,547,2024,Johnson,Arjun,System Administration,412,640,347,2024-11-03,2023-02-20,Y,1,1,P
317,547,2024,Lebedev,Takeshi,System Administration,412,954,750,2024-07-19,2024-04-09,Y,1,1,P
474,547,2024,Müller,Michael,System Administration,412,137,750,2024-07-19,2024-04-09,N,0,0,A
161,547,2024,Robert,Tatiana,System Administration,412,515,750,2024-07-19,2024-04-09,Y,1,1,P
18,547,2024,Durand,Charles,System Administration,412,376,750,2024-07-19,2024-04-09,Y,1,1,P
413,547,2024,Ruiz,Ursula,System Administration,412,727,750,2024-07-19,2024-04-09,Y,1,1,P
28,547,2024,Ben-Khalil,Kojo,System Administration,412,974,750,2024-07-19,2024-04-09,Y,1,1,P
232,547,2024,Johnson,Wei,System Administration,412,504,750,2024-07-19,2024-04-09,Y,1,1,L
459,547,2024,Al-Mahmoud,Lisa,System Administration,412,213,750,2024-07-19,2024-04-09,Y,1,1,P
462,547,2024,Agarwal,Mohamed,System Administration,412,182,750,2024-07-19,2024-04-09,Y,1,1,P
68,547,2023,Wu,Yuki,System Administration,412,293,91,2023-05-26,2023-09-09,N,0,0,A
232,547,2023,Johnson,Wei,System Administration,412,504,91,2023-05-26,2023-09-09,Y,1,1,P
462,547,2023,Agarwal,Mohamed,System Administration,412,182,91,2023-05-26,2023-09-09,Y,1,1,P
455,547,2024,Rodriguez,Sarah,System Administration,412,7,7,2024-08-21,2025-04-07,Y,1,1,P
236,547,2024,Thomas,Betty,System Administration,412,212,7,2024-08-21,2025-04-07,Y,1,1,P
68,547,2024,Wu,Yuki,System Administration,412,293,7,2024-08-21,2025-04-07,N,0,0,A
14,547,2024,Yang,Luis,System Administration,412,931,7,2024-08-21,2025-04-07,Y,1,1,P
176,547,2024,Clark,Kwaku,System Administration,412,71,7,2024-08-21,2025-04-07,Y,1,1,P
188,1896,2024,Nair,Rosa,Public Speaking,192,580,743,2024-11-24,2024-11-04,N,0,0,A
269,1896,2024,Ramirez,Chiedza,Public Speaking,192,664,743,2024-11-24,2024-11-04,N,0,0,A
180,1896,2024,Sokolov,Susan,Public Speaking,192,267,743,2024-11-24,2024-11-04,Y,1,1,P
165,1896,2024,Ben-Said,Marco,Public Speaking,192,465,743,2024-11-24,2024-11-04,Y,1,1,P
65,871,2023,Thomas,Dina,Database Design,682,197,182,2023-12-31,2025-01-14,N,0,0,A
428,871,2025,Al-Khalil,Ji-eun,Database Design,682,653,1118,2025-01-20,2025-05-23,N,0,0,A
490,871,2025,Lebedev,Chiara,Database Design,682,258,1118,2025-01-20,2025-05-23,Y,1,1,L
350,871,2025,Petrov,So-young,Database Design,682,192,1118,2025-01-20,2025-05-23,N,0,0,A
1,871,2023,Rodriguez,Ahmad,Database Design,682,682,68,2023-07-07,2024-12-20,Y,1,1,P
178,871,2023,Alvarez,Samir,Database Design,682,445,68,2023-07-07,2024-12-20,N,0,0,A
490,871,2023,Lebedev,Chiara,Database Design,682,258,68,2023-07-07,2024-12-20,N,0,0,A
146,871,2023,Patel,Sergei,Database Design,682,518,68,2023-07-07,2024-12-20,N,0,0,A
435,871,2024,White,Linda,Database Design,682,286,169,2024-12-07,2025-06-23,Y,1,1,P
318,871,2024,Al-Khalil,Marie,Database Design,682,863,169,2024-12-07,2025-06-23,Y,1,1,P
37,871,2024,Kim,Seung-ho,Database Design,682,199,169,2024-12-07,2025-06-23,Y,1,1,L
29,871,2023,Zhao,Charles,Database Design,682,291,397,2023-06-07,2023-07-13,Y,1,1,P
154,871,2023,Park,Donald,Database Design,682,557,397,2023-06-07,2023-07-13,N,0,0,A
336,871,2023,Lopez,Francisco,Database Design,682,396,397,2023-06-07,2023-07-13,Y,1,1,P
465,581,2024,Okafor,Efua,Religious Studies,182,683,326,2024-09-01,2025-02-15,Y,1,1,P
66,581,2023,Ramirez,Jean,Religious Studies,182,549,820,2023-10-11,2024-04-08,Y,1,1,P
330,581,2023,Gupta,Michelle,Religious Studies,182,412,820,2023-10-11,2024-04-08,Y,1,1,P
377,581,2023,Lopez,Raj,Religious Studies,182,856,820,2023-10-11,2024-04-08,Y,1,1,P
114,1143,2025,Flores,Yang,Linguistics,223,685,692,2025-03-27,2023-01-11,Y,1,1,O
431,1143,2025,Wu,Tinashe,Linguistics,223,840,692,2025-03-27,2023-01-11,Y,1,1,O
345,1143,2025,Meyer,Joseph,Linguistics,223,848,692,2025-03-27,2023-01-11,N,0,0,A
179,1143,2025,Mohamed,Claire,Linguistics,223,143,692,2025-03-27,2023-01-11,Y,1,1,O
69,1143,2025,Cho,James,Linguistics,223,716,692,2025-03-27,2023-01-11,Y,1,1,O
452,1143,2025,Ben-Salem,Kevin,Linguistics,223,310,692,2025-03-27,2023-01-11,Y,1,1,O
448,1143,2025,Dubois,Ursula,Linguistics,223,370,692,2025-03-27,2023-01-11,Y,1,1,O
203,1143,2025,Verma,Joseph,Linguistics,223,886,692,2025-03-27,2023-01-11,Y,1,1,O
231,1143,2025,Popov,Rumbidzai,Linguistics,223,330,692,2025-03-27,2023-01-11,Y,1,1,O
194,1143,2025,Smirnov,Farid,Linguistics,223,146,692,2025-03-27,2023-01-11,Y,1,1,O
309,1143,2025,Sokolov,Tatiana,Linguistics,223,646,692,2025-03-27,2023-01-11,Y,1,1,O
379,1143,2025,Gomez,Carlos,Linguistics,223,733,692,2025-03-27,2023-01-11,Y,1,1,O
357,1143,2025,Wu,Michelle,Linguistics,223,363,498,2025-08-12,2023-11-10,Y,1,1,O
119,1143,2025,Thomas,Rafael,Linguistics,223,614,498,2025-08-12,2023-11-10,N,0,0,A
183,1143,2025,Smith,Khadija,Linguistics,223,70,498,2025-08-12,2023-11-10,Y,1,1,O
393,1143,2025,Taylor,Li,Linguistics,223,834,498,2025-08-12,2023-11-10,Y,1,1,O
70,1143,2025,Brown,Rafael,Linguistics,223,141,498,2025-08-12,2023-11-10,Y,1,1,O
358,1143,2025,Al-Rashid,Michelle,Linguistics,223,832,498,2025-08-12,2023-11-10,Y,1,1,O
40,1143,2025,Choi,Elena,Linguistics,223,338,498,2025-08-12,2023-11-10,Y,1,1,O
41,1143,2025,Robinson,Dmitri,Linguistics,223,279,498,2025-08-12,2023-11-10,Y,1,1,O
482,1143,2025,Lee,Pedro,Linguistics,223,821,498,2025-08-12,2023-11-10,Y,1,1,O
203,1143,2023,Verma,Joseph,Linguistics,223,886,564,2023-10-24,2024-06-29,Y,1,1,O
231,1143,2023,Popov,Rumbidzai,Linguistics,223,330,564,2023-10-24,2024-06-29,Y,1,1,O
345,1143,2024,Meyer,Joseph,Linguistics,223,848,286,2024-03-19,2024-11-06,Y,1,1,O
222,1143,2024,Xu,Nathalie,Linguistics,223,232,286,2024-03-19,2024-11-06,Y,1,1,O
69,1143,2024,Cho,James,Linguistics,223,716,286,2024-03-19,2024-11-06,Y,1,1,O
452,1143,2024,Ben-Salem,Kevin,Linguistics,223,310,286,2024-03-19,2024-11-06,Y,1,1,O
284,1143,2024,Lewis,Richard,Linguistics,223,578,286,2024-03-19,2024-11-06,Y,1,1,O
259,1143,2024,Jimenez,Yuki,Linguistics,223,444,286,2024-03-19,2024-11-06,Y,1,1,O
179,1143,2023,Mohamed,Claire,Linguistics,223,143,842,2023-05-25,2024-10-12,Y,1,1,O
289,1143,2023,Jones,Maria,Linguistics,223,906,842,2023-05-25,2024-10-12,Y,1,1,O
452,1143,2023,Ben-Salem,Kevin,Linguistics,223,310,842,2023-05-25,2024-10-12,N,0,0,A
379,1143,2023,Gomez,Carlos,Linguistics,223,733,842,2023-05-25,2024-10-12,Y,1,1,O
175,278,2023,Li,Fatima,Nursing,223,20,842,2023-05-25,2024-10-12,Y,1,1,O
209,278,2023,Yoon,Sakura,Nursing,223,546,842,2023-05-25,2024-10-12,Y,1,1,O
353,278,2023,Flores,Natalia,Nursing,223,556,842,2023-05-25,2024-10-12,Y,1,1,O
175,278,2025,Li,Fatima,Nursing,223,20,692,2025-03-27,2023-01-11,Y,1,1,O
32,278,2025,Müller,Huang,Nursing,223,543,498,2025-08-12,2023-11-10,Y,1,1,O
175,278,2023,Li,Fatima,Nursing,223,20,564,2023-10-24,2024-06-29,Y,1,1,O
460,278,2023,Jackson,Kofi,Nursing,223,912,564,2023-10-24,2024-06-29,Y,1,1,O
24,278,2023,Liu,Dieter,Nursing,223,935,564,2023-10-24,2024-06-29,Y,1,1,O
310,278,2023,Williams,Valentina,Nursing,223,322,564,2023-10-24,2024-06-29,Y,1,1,O
382,278,2023,Garcia,So-young,Nursing,223,236,564,2023-10-24,2024-06-29,Y,1,1,O
240,1306,2025,Lebedev,Richard,French,37,89,574,2025-04-03,2023-11-01,Y,1,1,O
142,1306,2025,Nair,Sarah,French,37,226,574,2025-04-03,2023-11-01,Y,1,1,O
368,1306,2023,Lee,Min-jun,French,37,205,551,2023-03-19,2024-02-20,Y,1,1,O
258,1306,2023,Martinez,Karen,French,37,869,551,2023-03-19,2024-02-20,Y,1,1,O
286,1306,2023,Okonkwo,Farid,French,37,312,551,2023-03-19,2024-02-20,Y,1,1,O
267,1306,2023,Torres,Joseph,French,37,379,551,2023-03-19,2024-02-20,Y,1,1,O
100,1306,2025,Lopez,Sarah,French,37,650,671,2025-04-24,2024-03-29,Y,1,1,O
134,1306,2025,Al-Khalil,Yuki,French,37,481,671,2025-04-24,2024-03-29,Y,1,1,O
368,1306,2025,Lee,Min-jun,French,37,205,671,2025-04-24,2024-03-29,Y,1,1,O
223,1306,2025,Diaz,Arjun,French,37,193,671,2025-04-24,2024-03-29,Y,1,1,O
70,1306,2025,Brown,Rafael,French,37,141,542,2025-06-19,2024-07-19,Y,1,1,O
344,1306,2025,Sanchez,Diego,French,37,652,542,2025-06-19,2024-07-19,Y,1,1,O
41,1306,2025,Robinson,Dmitri,French,37,279,542,2025-06-19,2024-07-19,Y,1,1,O
119,1306,2025,Thomas,Rafael,French,37,614,542,2025-06-19,2024-07-19,Y,1,1,O
460,278,2025,Jackson,Kofi,Nursing,37,912,574,2025-04-03,2023-11-01,Y,1,1,O
307,278,2025,Park,Helen,Nursing,37,423,574,2025-04-03,2023-11-01,Y,1,1,O
414,278,2025,Salem,Rutendo,Nursing,37,887,574,2025-04-03,2023-11-01,Y,1,1,O
193,278,2023,Sanchez,Wang,Nursing,37,748,551,2023-03-19,2024-02-20,Y,1,1,O
436,278,2023,Nnamani,Wolfgang,Nursing,37,621,551,2023-03-19,2024-02-20,Y,1,1,O
382,278,2024,Garcia,So-young,Nursing,37,236,197,2024-05-19,2025-06-21,Y,1,1,O
217,278,2025,Bianchi,Christopher,Nursing,37,687,671,2025-04-24,2024-03-29,Y,1,1,O
353,278,2025,Flores,Natalia,Nursing,37,556,671,2025-04-24,2024-03-29,Y,1,1,O
193,278,2025,Sanchez,Wang,Nursing,37,748,542,2025-06-19,2024-07-19,Y,1,1,O
209,278,2025,Yoon,Sakura,Nursing,37,546,542,2025-06-19,2024-07-19,Y,1,1,O
307,278,2025,Park,Helen,Nursing,37,423,542,2025-06-19,2024-07-19,Y,1,1,O
32,278,2025,Müller,Huang,Nursing,37,543,542,2025-06-19,2024-07-19,Y,1,1,O
240,1143,2025,Lebedev,Richard,Linguistics,37,89,574,2025-04-03,2023-11-01,Y,1,1,O
183,1143,2025,Smith,Khadija,Linguistics,37,70,574,2025-04-03,2023-11-01,Y,1,1,O
142,1143,2025,Nair,Sarah,Linguistics,37,226,574,2025-04-03,2023-11-01,Y,1,1,O
40,1143,2025,Choi,Elena,Linguistics,37,338,574,2025-04-03,2023-11-01,Y,1,1,O
227,1143,2025,Okafor,Khadija,Linguistics,37,462,574,2025-04-03,2023-11-01,Y,1,1,O
482,1143,2025,Lee,Pedro,Linguistics,37,821,574,2025-04-03,2023-11-01,Y,1,1,O
368,1143,2023,Lee,Min-jun,Linguistics,37,205,551,2023-03-19,2024-02-20,Y,1,1,O
286,1143,2023,Okonkwo,Farid,Linguistics,37,312,551,2023-03-19,2024-02-20,Y,1,1,O
267,1143,2023,Torres,Joseph,Linguistics,37,379,551,2023-03-19,2024-02-20,Y,1,1,O
258,1143,2023,Martinez,Karen,Linguistics,37,869,551,2023-03-19,2024-02-20,Y,1,1,O
20,1143,2024,Zhou,Natalia,Linguistics,37,678,197,2024-05-19,2025-06-21,Y,1,1,O
231,1143,2024,Popov,Rumbidzai,Linguistics,37,330,197,2024-05-19,2025-06-21,Y,1,1,O
312,1143,2024,Mpofu,Ahmed,Linguistics,37,897,197,2024-05-19,2025-06-21,Y,1,1,O
100,1143,2025,Lopez,Sarah,Linguistics,37,650,671,2025-04-24,2024-03-29,Y,1,1,O
134,1143,2025,Al-Khalil,Yuki,Linguistics,37,481,671,2025-04-24,2024-03-29,Y,1,1,O
368,1143,2025,Lee,Min-jun,Linguistics,37,205,671,2025-04-24,2024-03-29,Y,1,1,O
223,1143,2025,Diaz,Arjun,Linguistics,37,193,671,2025-04-24,2024-03-29,Y,1,1,O
256,1143,2025,Taylor,Jean,Linguistics,37,68,671,2025-04-24,2024-03-29,Y,1,1,O
312,1143,2025,Mpofu,Ahmed,Linguistics,37,897,671,2025-04-24,2024-03-29,Y,1,1,O
119,1143,2025,Thomas,Rafael,Linguistics,37,614,542,2025-06-19,2024-07-19,Y,1,1,O
70,1143,2025,Brown,Rafael,Linguistics,37,141,542,2025-06-19,2024-07-19,Y,1,1,O
344,1143,2025,Sanchez,Diego,Linguistics,37,652,542,2025-06-19,2024-07-19,Y,1,1,O
41,1143,2025,Robinson,Dmitri,Linguistics,37,279,542,2025-06-19,2024-07-19,Y,1,1,O
227,1143,2025,Okafor,Khadija,Linguistics,37,462,542,2025-06-19,2024-07-19,Y,1,1,O
336,1705,2023,Lopez,Francisco,Chemistry,101,396,910,2023-11-07,2025-04-19,N,0,0,A
146,1748,2024,Patel,Sergei,Linguistics,193,518,723,2024-07-25,2025-01-04,Y,1,1,P
490,1748,2024,Lebedev,Chiara,Linguistics,193,258,723,2024-07-25,2025-01-04,N,0,0,A
395,1550,2025,Petit,Yuki,Biology,525,824,659,2025-04-27,2025-06-11,Y,1,1,O
131,1550,2025,Agarwal,Ruvimbo,Biology,525,788,659,2025-04-27,2025-06-11,N,0,0,A
451,1550,2023,Bernard,Sarah,Biology,525,830,488,2023-02-12,2024-08-08,N,0,0,A
258,1324,2024,Martinez,Karen,Geography,576,869,572,2024-05-22,2025-07-31,Y,1,1,O
286,1324,2024,Okonkwo,Farid,Geography,576,312,572,2024-05-22,2025-07-31,Y,1,1,O
479,1324,2024,Diaz,Francesca,Geography,576,455,572,2024-05-22,2025-07-31,Y,1,1,O
193,1787,2024,Sanchez,Wang,Geography,576,748,572,2024-05-22,2025-07-31,Y,1,1,O
70,1324,2023,Brown,Rafael,Geography,209,141,907,2023-12-29,2023-07-08,Y,1,1,O
357,1324,2023,Wu,Michelle,Geography,209,363,907,2023-12-29,2023-07-08,Y,1,1,O
119,1324,2023,Thomas,Rafael,Geography,209,614,907,2023-12-29,2023-07-08,Y,1,1,O
41,1324,2023,Robinson,Dmitri,Geography,209,279,907,2023-12-29,2023-07-08,Y,1,1,O
217,978,2023,Bianchi,Christopher,Strategic Planning,250,687,38,2023-02-01,2024-05-15,Y,1,1,O
280,557,2023,Lim,Michael,Arabic,179,726,835,2023-08-17,2024-01-10,N,0,0,A
117,557,2023,Martin,Raj,Arabic,179,715,835,2023-08-17,2024-01-10,Y,1,1,P
66,557,2023,Ramirez,Jean,Arabic,179,549,835,2023-08-17,2024-01-10,Y,1,1,P
171,557,2023,Al-Zahra,Donna,Arabic,179,639,835,2023-08-17,2024-01-10,Y,1,1,P
384,557,2025,Clark,Ruth,Arabic,146,295,643,2025-01-28,2023-02-04,Y,1,1,Y
416,557,2025,Rossi,Daniel,Arabic,146,658,643,2025-01-28,2023-02-04,Y,1,1,Y
415,557,2025,Mthembu,Mark,Arabic,146,599,643,2025-01-28,2023-02-04,Y,1,1,Y
352,557,2025,Popov,Anita,Arabic,146,251,643,2025-01-28,2023-02-04,Y,1,1,Y
251,557,2025,Torres,Ruth,Arabic,146,927,643,2025-01-28,2023-02-04,Y,1,1,Y
